Número de registro na DPI ,Título do Projeto,Data de Registro,Início da vigência,Témino da vigência,Status,Órgão Financiador, Recursos Internos , Recursos Externos ,Bolsa Pesquisa,Mestrado/Doutorado,IC,Participação     Inicio e fim,Coordenador,Instituto Vinculado,Observações,Nota de mérito (projetos sem financiamento externo)
Atualização em 12-2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
552,Dimensionamento de Sistemas Híbridos Eólico – Fotovoltaico. Analise Técnica e Econômica,10/2/2017,fev/17,jan/18,Expirado,,,,,,,02/2017 a 01/2018,Christian Coronado Rodriguez,IEM,Relatório Final entregue 12/12/2018 // Arquivado CAIXA 01/2020,"7,34"
553,EFEITO DE BIOMOLÉCULAS NA DEGRADAÇÃO DE CORANTES POR PROCESSOS FENTON (Fe/H2O2),10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,André Aguiar Mendes,IRN,Relatório final entregue em 03/2019 // Arquivado CAIXA 01/2020,"8,15"
554,Estudo de materiais sólidos aplicáveis à termoacumulação: Carbeto de silício Área: Engenharia Civil Sub-área: Materiais de Construção Civil ,10/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Valquíria Claret dos Santos,IRN,Relatorio Final entregue  // Arquivado CAIXA 01/2020,"7,93"
555,ESTUDO DE VIABILIDADE PARA A DIMINUIÇÃO DO FUNDO DE ESCALA DA MÁQUINA DE FADIGA ROTATIVA RBF-200,10/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,RICARDO RISSO CHAVES,IEM,,"8,14"
556,Estudo experimental e modelagem termodinâmica dos sistemas ternários: Nb-V-Zr e Ti-V-Zr,10/2/2017,fev/17,dez/19,Expirado,,,,,,,fev/2017 a jan/2019,Antonio Augusto Araújo Pinto da Silva,IEM,Prorrogado em 29/10/2018 para 12/2019 – Relatório final entregue e aprovado em 08/2020,"9,93"
557,FRAÇÃO DOS COMPONENTES CORPORAIS: UMA VARIÁVEL INCÓGNITA NA MENSURAÇÃO DA PRESSÃO ARTERIAL.,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Alexandre Carlos Brandão Ramos,IMC,Relatório final entregue em agosto de 2019 por e-mail // Arquivado CAIXA 01/2020,"7,57"
558,Gestão do conhecimento de conteúdos digitais educacionais da Unifei,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Cláudia Eliane da Matta,IESS,,"7,72"
559,Influência do Método de Síntese nas Propriedades de Catalisadores de Cu-Pt Suportados em Céria para Reação de Preferencial de CO.,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Karina Arruda Almeida,IRN,Relatório final entregue em 09/08/2019 // Arquivado CAIXA 001/2020,8
560,INÍCIO E FIM DA ESTAÇÃO CHUVOSA NA REGIÃO TROPICAL DA AMÉRICA DO SUL: CONDIÇÕES ATUAIS E PROJEÇÕES FUTURAS.,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Sâmia Regina Garcia Calheiros,IRN,,"9,71"
561,Modelo de Controle de Admissão para Internet das Coisas.,10/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Bruno Guazzelli Batista,IMC,Relatório final entregue em 22/02/2018 // Arquivado CAIXA 01/2020,"8,15"
562,Modelo de Predição de Carga em Computação em Nuvem,10/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Bruno Guazzelli Batista,IMC,Relatorio final entregue em 30/10/2018 // Arquivado CAIXA 01/2020,"8,6"
563,NARRATIVAS DIGITAIS NA FORMAÇÃO CONTINUADA DE PROFESSORES DE CIÊNCIAS.,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Mikael Frank Rezende Junior,IFQ,Relatório final entregue em 20/12/2019  // Arquivado CAIXA 001/2020,"8,43"
564,O PAPEL DA CULTURA NO PROCESSO DE ESTÍMULO À INOVAÇÃO E CRIATIVIDADE NAS UNIVERSIDADES: UM ESTUDO DE CASO APLICADO À UNIVERSIDADE FEDERAL DE ITAJUBÁ.,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,LUIZ EUGENIO VENEZIANI PASIN,IEPG,,"7,4"
565,Permanência de Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos no banco de sementes em floresta estacional.,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Hisaias de Souza Almeida,IRN,Relatório final entregue em 20/12/2019 // Arquivado CAIXA 01/2020,"9,29"
566,POTENCIAL BIOTECNOLÓGICO DE MICRORGANISMOS DO SOLO NA OLIVICULTURA.,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Rogério Melloni,IRN,Relatório final entregue em 23/04/2019 // Arquivado CAIXA 01/2020,9
567,PROJETO DE MÁQUINAS ELÉTRICAS E MODELAGEM VISANDO À FIDELIDADE DAS GRANDEZAS DO ROTOR.,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Edson da Costa Bortoni,ISEE,,"6,32"
568,PROJETO DE UM HARDWARE PARA DETECÇÃO DE BORDA EM IMAGENS ESTÁTICAS UTILIZANDO LINGUAGEM DE DESCRIÇÃO DE HARDWARE E FPGA.,13/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Leonardo Breseghello Zoccal,IESTI,  // Arquivado CAIXA 001/2020Relatório final entregue em 14/06/2018,"7,99"
569,PROJETOS DE FORMAÇÃO CONTINUADA DOCENTE SOB A PERSPECTIVA DIALÓGICA: MOBILIZANDO SABERES PEDAGÓGICOS.,13/2/2017,fev/17,ago/18,Expirado,,,,,,,fev/2017 a jan/2019,RITA DE CÁSSIA MAGALHÃES TRINDADE STANO,IEPG,Relatório final entregue em 07/08/2018 // Arquivado CAIXA 01/2020,"9,85"
570,PROPOSIÇÃO DE UM PROGRAMA DE GESTÃO E MANEJO DO SOLO E ÁGUA PARA FINS DE MITIGAÇÃO DE EVENTOS DE ESTIAGEM NA BACIA DO RIO SAPUCAÍ.,13/2/2017,fev/17,fev/20,Expirado,,,,,,,fev/2017 a jan/2019,Eliane Guimarães Pereira Melloni,IRN,Vigência prorrogada até 02/2020. (em 30/10/2018),"8,18"
571,Proposta experimental de um buraco de minhoca dinâmico análogo em meios materiais não-lineares.,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Eduardo Henrique Silva Bittencourt,IFQ,Relatório final entregue via e-mail em 02/05/2019 // Arquivado CAIXA 01/2020,"9,16"
572,QUANTO VALE O DINHEIRO PARA OS JOVENS? CONSTRUCAO E CONSOLIDACAO DO CONHECIMENTO DE EDUCACAO FINANCEIRA ENTRE ALUNOS UNIVERSITARIOS,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,ANDRE LUIZ MEDEIROS,IEPG,suspenso devido à registro de pendência. // Arquivado CAIXA 01/2020,"7,6"
573,SECAGEM DE RESÍDUOS SÓLIDOS ORGÂNICOS,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Maisa Tonon Bitti Perazzini,IRN,relatório final entregue em 28.02.2019  // Arquivado CAIXA 001/2020,"8,73"
575,SIMULAÇÃO DE PROPAGAÇÃO DE ONDAS ULTRASSÔNICAS APLICADAS EM ENSAIOS NÃO DESTRUTIVOS.,13/2/2017,fev/17,jan/20,Expirado,,,,,,,fev/2017 a jan/2020,Paulo Pereira Junior,IEM,Prorrogado em 09/04/2019 até 01/2020 // Relatório final entregue em 03/02/2020,"8,65"
576,SIMULAÇÃO DO COMPORTAMENTO ESTRUTURAL DAS FUNDAÇÕES DE UMA TORRE DE TRANSMISSÃO ELÉTRICA SOB AÇÃO DE VENTOS.,13/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Adinele Gomes Guimarães,IRN,Relatorio final entregue em 03/05/2018 // Arquivado CAIXA 01/2020, 6.86 
577,SIMULAÇÃO DO CONTÍNUO UTILIZANDO ESTRUTURAS TIPO TRELIÇAS VIA MÉTODO DOS ELEMENTOS FINITOS.,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Jesús Antonio García Sánchez,IEM,Relatório final entregue em 07/05/2018 // Arquivado CAIXA 01/2020,"8,73"
578,Síntese de cimentos ionômeros de vidro baseados no sistema SiO2-Al2O3- CaO-K2NbF7 pelo método sol-gel.,13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Rossano Gimenes,IFQ,Relatório final entregue em 20/08/2019 // Arquivado CAIXA 01/2020,"8,71"
579,Síntese de Circuitos CMOS Usando Computação Evolutiva.,13/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Paulo César Crepaldi,IESTI,,"7,09"
580,Síntese e caracterização de novos complexos heterolépticos de In(III) e Ga(III) com ligantes sulfonilditiocarbimatos e tiosemicarbazonas.,13/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Eder do Couto Tavares,IFQ,Relatorio final entregue em 19/04/2018 // Arquivado CAIXA 01/2020,9
581,"Tecnologias, Educação e Diversidade.",13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Denise Pereira de Alcantara Ferraz,IFQ,relatório final entregue em 02/12/2019 // Arquivado CAIXA 01/2020,8
582,Uso de trans-séries resurgentes em Mecânica Quântica e Teoria de Cordas.,13/2/2017,fev/17,fev/20,Expirado,,,,,,,fev/2017 a jan/2018,Ricardo Iván Medina Bascur,IMC,Prorrogado em 18/04/18 até 02/2019.- Projeto prorrogado em 29/01/2019 para 02/2020 // Relatório final entregue em 03/02/2020,"6,61"
583,"Utilização do processo“Halide Activated Pack Cementation” (HAPC), para recobrimento de ligas de Mo-Si-B visando o aumento da resistência à oxidação.",13/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Márcia Regina Baldissera Rodrigues,IRN,Relatório final entregue em 30/07/2019  // Arquivado CAIXA 001/2020,"9,71"
584,OBSERVATÓRIO DE DESENVOLVIMENTO E CULTURA NO SUL DE MINAS GERAIS,13/2/2017,set/16,set/20,Expirado,FAPEMIG,,"R$ 50.400,00",bolsas,bolsas,bolsas,set/16 a set/18,Carlos Alberto Maximo Pimenta,IEPG,Prorrogado em 30.01.2019 para 06/2019 // Prorrogado em 02/07/2019 para 30/04/2020 // Prorrogado de 30/04/2020 para 30/09/2020 em 15/05/2020,
585,AUTOMATIZAÇÃO DE PARAMETROS DE CONTROLE VISANDO A ESTABILIDADE DE TENSAO EM SISTEMAS ELETRICOS DE POTENCIA,13/2/2017,mar/16,fev/21,Vigente,CNPQ,,"R$ 66.000,00",bolsas,bolsas,bolsas,mar/16 a fev/2021,Benedito isaias de lima lopes,ISEE,,
586,Semicontinuidade Superior de Atratores para Problemas Parabólicos envolvendo o Operador p(x)-Laplaciano.,13/2/2017,fev/17,jan/19,Expirado,FAPEMIG (APQ 00814-16),,"R$ 15.823,50",bolsas,bolsas,bolsas,fev/2017 a jan/2019,Mariza Stefanello Simsen,IMC,Relatório final entregue em 30/08/2019 pela PROEX.  // Arquivado CAIXA 001/2020,"9,68"
587,DESENVOLVIMENTO DE UM NANOCOMPOSITO HIERARQUICO ANTIMICOBRIANO PARA ULTILIZAÇÃO NA ENGENHARIA ELETRICA DE POTENCIA,13/2/2017,fev/17,fev/19,Expirado,FAPEMIG,,"R$ 50.000,00",bolsas,bolsas,bolsas,fev/2017 a fev/2019,Maria Elena Leyva Gonzalez,IFQ,,
588,SIMULAÇÃO INTEGRADA DA SOLIDIFICAÇÃO E DE TRATAMENTOS TERMICOS VISANDO A PREVISÃO DE PROPIEDADES MECÂNICAS DE LIGAS DE ALUMINIO.,14/2/2017,mar/15,fev/18,Expirado,CNPq,," R$ 39.600,00 ",bolsa,bolsa,bolsas,mar/15 a fev/18,Mirian De Lourdes Noronha Motta Melo,IEM,Relatório final entregue em 11/05/2018,
589,ULTILIZAÇÃO DE METODOS DE METAMODELAGEM PARA SEROLUÇÃO DE PROBLEMAS COMPLEXOS EM OTIMIZAÇÃO VIA SIMULAÇÃO,16/2/2017,mar/17,mar/19,Expirado,FAPEMIG (APQ 01188-16),,"R$ 15.444,24",bolsa,bolsa,bolsas,mar/17 a mar/19,Rafael de Carvalho Miranda,IEPG,Relatório final entregue em 30/08/2019 pela PROEX. // Relatório final entregue na DPI em 24/01/2020 // Arquivado CAIXA 01/2020,
590,ANALISE DE PROBLEMAS EM TRANSFERNECIA DE CALOR USANDO PROBLEMAS INVERSOS,22/2/2017,mar/17,fev/19,Expirado,FAPEMIG,,"R$ 57.067,50",1,6,4,mar/17 a fev/19,Sandro Metrevelle Marcondes de Lima e Silva,IEM,Relatório Final Aprovado em 05/2019,
591,Contibuição do teste de usabilidade para o processo de desenvolvimento de produto de uma incubadora neonatal,16/3/2017,jan/17,dez/17,Expirado,CNPq,,"R$ 49.200,00",,,,jan/17 a dez/17,Carlos Henrique Pereira Mello,IEPG,,
592,Aeronaves remotamente pilotadas em inspeção de Linha de Transmissão,22/3/2017,mar/17,fev/20,Expirado,CNPq,," R$ 39.600,00 ",bolsas,2,2,mar/17 a fev/20,Alexandre Carlos Brandão Ramos,VIscap,Relatório Final Aprovado em 04/2020,
593,Teoria qualitadiva das equações diferenciais da geometria,22/5/2017,mai/17,jan/18,Expirado,CAPES,,"R$ 86.460,00",bolsas,bolsas,bolsas,maio/17 a jan/18,Luis Fernando de Osório Mello,IMC,,
594,Equações diferenciais parciais não-lineares com expoentes variáveis,8/6/2017,mar/17,abr/20,Expirado,FAPEMIG,,"R$ 50.400,00",bolsas,bolsas,bolsas,mar/2017 a set/2018,Jacson Simsen,IMC,enviado por sipac. Mem. 268/2017 - IMC // Projeto prorrogado de 01/09/2018 para 30/04/2020 em 07/08/2019,
595,Metodologia de Projeto do Lean Office para Instituição de Ensino Superior Federal - Edital Universal CNPq 2016,20/6/2017,jun/17,jun/20,Expirado,CNPq,,"R$ 3.084,00",0,0,0,jun/2017 a jun/20,Carlos Eduardo Sanches da Silva,IEPG,relatório final entregue // Arquivado CAIXA 01/2020,
596,Ampliando o uso de ferramentas de apoio a decisão para a sustentabilidade em logistica e transporte,22/6/2017,mar/17,fev/20,Expirado,CNPq,," R$ 39.600,00 ",bolsas,bolsas,bolsas,mar/2017 a fev/2020,Renato da Silva Lima,IEPG,Relatorio Final entregue em 06/2020,
597,Analise numérico/experimental da solidificação e da homogenização de ligas de aluminio visando a previsão de propiedades mecânicas e elétricas.,23/6/2017,mar/17,jul/19,Expirado,FaPEMIG,,"R$ 30.450,00",0,0,0,mar/2017 a jul/2019,Mirian De Lourdes Noronha Motta Melo,IEM,,
598,Processo de tomada de decisão em transportes: abordagem multicritério integrada a outros métodos de análise ,26/6/2017,mar/17,fev/20,Expirado,CNPq,," R$ 39.600,00 ",bolsas,bolsas,bolsas,mar/2017 a fev/2020,Josiane Palma Lima,IEPG,Relatorio Final entregue em 06/2020,
599,ANALISE DA INTERACAO ENTRE A INFRAESTRUTURA VIARIA E O TRAFEGO DE VEICULOS INTELIGENTES VISANDO A SEGURANCA E A MOBILIDADE URBANA SUSTENTAVEL,22/5/2017,jul/17,jun/19,Expirado,,,,,,,jul/2017 à ago/2018,Maria Rachel de Araujo Russo,IRN,Prorrogado em 11/09/2018 para 06/2019 - Relatório final entregue e aprovado em 08/2020,"6,93"
600,Análise da Vulnerabilidade e Risco de Poluição das Águas Subterrâneas na área de Implantação das Empresas do Parque Científico e Tecnológico de Itajubá (PCTI),22/5/2017,jul/17,jul/19,Expirado,,,,,,,jul/2017 à ago/2018,ESTEFANIA FERNANDES DOS SANTOS,IRN,Prorrogado em 13/09/2018 de 08/2018 para 07/2019,"8,79"
601,APRENDIZADO DE MÁQUINA VIA APRENDIZAGEM PROFUNDA (DEEP LEARNING),22/5/2017,jul/17,dez/19,Expirado,,,,,,,07/17 a 12/19,Isabela Neves Drummond,IMC,Prorrogado em 13/12/17 para até 12/2018. Prorrogado em 09/05/2018 para 12/2019 // Relatório final entregue em 24/01/2020 // Arquivado CAIXA 01/2020,"9,47"
602,AVALIAÇÃO DO CONSUMO DE ÁGUA EM EDIFICAÇÕES DA UNIFEI,5/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,MARCIA VIANA LISBOA MARTINS,IRN,Prorrogado em 16/05/2018 para 06/2019. // relatório final entregue em 19/06/2019  // Arquivado CAIXA 001/2020,"7,6"
603,CARBOXILATOS LAMELARES DOS METAIS MAGNESIO (II) E ZINCO (II) COMO ADSOLUBILIZADORES DE 2-UNDECANONA PARA APLICAÇÃO COMO AGENTES DE LIBERAÇÃO LENTA,20/5/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Fábio da Silva Lisboa,IFQ,Prorrogado em 18/06/2018 para 06/2019 // Relatório Final Aprovado em 04/2020,"8,77"
604,Descoloração de misturas de corantes por processos Fenton (Fe/H2O2),5/10/2017,ago/17,jul/19,Expirado,,,,,,,08/17 a 07/19,André Aguiar Mendes,IRN,Relatório final entregue em 06/08/2019 // Arquivado CAIXA 01/2020,"9,03"
605,Desenvolvimento de Algoritmos para Simulação Dinâmica de Aeronaves de Asas Rotativas,15/5/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Alexandre Carlos Brandão Ramos,IMC,Relatório final entregue em 08/11/2019 // Arquivado CAIXA 01/2020,"7,93"
606,Efeito da severidade de têmpera no crescimento da trinca por fadiga em uma liga de titânio grau 5,5/10/2017,jul/17,jun/18,Expirado,,,,,,,07/17 a 06/18,Renata Neves Penha,IEM,Relatório final entregue em 26/09/2018. // Arquivado CAIXA 01/2020,"8,57"
607,"ESTRATÉGIAS DE USO E POSSE DA TERRA E OS PROCESSOS DE DESENVOLVIMENTO NA COMUNIDADE RURAL DA PEROBA, EM ITAJUBÁ (MG)",2/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Viviane Guimarães Pereira,IEPG,Relatório final entregue em 09/08/2019  // Arquivado CAIXA 01/2020,"7,14"
608,Estudo da adsorção de contaminantes ambientais em redes metalorgânicas baseadas em carboxilatos metálicos,5/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Geise Ribeiro,IFQ,Prorrogado em 13/12/2017 para até 06/2019,"8,42"
609,ESTUDO DA CONVERSÃO DE ENERGIA ELÉTRICA EM METANO SINTÉTICO UTILIZANDO A TECNOLOGIA POWER-TO-GAS,5/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 A 06/19,Carlos Roberto Rocha,IRN,,"8,29"
610,Estudo de modelos de aprendizagem no reconhecimento de padrões em sistemas anti-spam,25/9/2017,ago/17,jul/19,Expirado,,,,,,,08/2017 a 07/2019 ,Otávio Augusto Salgado Carpinteiro,IESTI,,"8,47"
611,Estudos de sustentabilidade em projetos arquitetônicos e ecovilas para a região do Sul de Minas Gerais,31/10/2017,ago/17,ago/18,Expirado,,,,,,,08/2017 a 08/2018,DANIELE ORNAGHI SANT ANNA,IRN,Projeto antecipado de 12/2019 para 08/2018. Entregou relatório finalizando // Arquivado CAIXA 01/2020,"8,97"
612,MÉTODOS DE OTIMIZAÇÃO  APLICADOS A PROBLEMAS DE  ORÇAMENTO DE CAPITAL ,22/9/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Rafael de Carvalho Miranda,IEPG,relatório final entregue em 24/01/2020 // Arquivado CAIXA 01/2020,"8,83"
613,Monitoramento da Integridade Estrutural de Placas Finas usadas em Painéis Aeronáuticos,5/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,PATRICIA DA SILVA LOPES ALEXANDRINO,IEM,Relatório Final entregue e aprovado em 07/2020,"8,5"
614,O PROBLEMA DE OTIMIZAÇÃO TOPOLÓGICA DE ESTRUTURAS DISCRETIZADAS POR CÉLULAS TIPO-TRELIÇA,5/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Jesús Antonio García Sánchez,IEM,Relatório final entregue em 12/2019. // Arquivado CAIXA 01/2020,"8,79"
615,Produção de biocombustível de terceira geração à partir de microalga cultivada em efluente industrial,06/1017,ago/17,jul/19,Expirado,,,,,,,08/17 a 07/19,Marcelo Chuei Matsudo,IRN,Relatório Final Aprovado em 02/06/2020,"8,46"
616,Produção de Materiais Nanoestruturados Utilizando Radiação de Micro-ondas,5/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Maria Virginia Gelfuso,IEM,Relatório final entregue e aprovado em 07/2020,"9,42"
617,PROJETO AERODINÂMICO E SIMULAÇÃO COMPUTACIONAL DE TURBINAS EÓLICAS DE PEQUENO PORTE,5/10/2017,jul/17,jun/20,Expirado,,,,,,,07/17 a 06/20,Angie Lizeth Espinosa Sarmiento,IEM,Prorrogado de 06/2019 para 06/2020 em 15/05/2019 - Relatório final entregue e aprovado em 08/2020,"8,68"
618,Reações de derivados de ácidos carboxílicos e fosfóricos utilizando catalisadores heterogêneos organolantanídicos – Uma abordagem computacional,22/5/2017,,,Datas não informadas,,,,,,,,Juliana Fedoce Lopes,IFQ,,"9,18"
619,Seleção de Protozoários como potenciais organismos indicadores de qualidade de água,5/10/2017,jul/17,jun/19,Expirado,,,,,,,07/17 a 06/19,Ana Lúcia Fonseca,IRN,Relatório final entregue em 23/08/2019 // Arquivado CAIXA 01/2020,"8,29"
620,Técnicas de descoberta de conhecimento aplicadas a dados espectrais para o monitoramento do status hídrico em áreas cafeeiras de Minas Gerais,4/10/2017,jul/17,dez/19,Expirado,,,,,,,07/17 a 12/19,Vanessa Cristina Oliveira de Souza,IMC,Prorrogado em 13/12/17 para até dez/2018 -  Prorrogado em 11.05.2018 para 12/2019 // Relatório Final Aprovado em 04/2020,"9,09"
621,Uma proposta para o desenvolvimento de soluções em cidades inteligentes,2/10/2017,jul/17,jun/18,Expirado,,,,,,,07/17 a 06/18,Melise Maria Veiga de Paula,IMC,,"7,86"
622,Investigação de transporte eletrico em filmes baseados em isolantes topologicos cristalinos de Pbx1 SNxTe.,29/6/2017,jan/17,dez/18,Expirado,CAPES,,"R$ 52.282,85",,,,jan/2017 a dez/2018,Demetrio Artur Werner Soares,IFQ,,
623,Caracterização das propiedades estruturais e ópiticas de cristais fotônicos emissores de luz fabricados por corrosão do silicio para aplicações em dispositivos optoeletrônicos.,29/6/2017,mar/17,fev/20,Expirado,FAPEMIG,,"R$ 31.842,50",0,0,0,mar/2017 a 02/2020,Danilo Roque Huanca,IFQ,Projeto prorrogado de 03/2019 para 02/2020 em 17/04/2019 ,
624,Fabricação de cristais fotônicos emissores de luz de alto desempenho baseados em silicio poroso para aplicações em dispositivos optoeletronicos e sensores opticos.,29/6/2017,mar/17,fev/20,Expirado,CNPq,,"R$ 31.540,00",0,0,0,mar/2017 a 02/2020,Danilo Roque Huanca,IFQ,Projeto prorrogado de 03/2019 para 02/2020 em 17/04/2019 ,
625,Arquitetura Híbrida para Coordenação de Sistemas Multirrobô por Processamento Distribuído na Nuvem,6/7/2017,jun/17,ago/20,Expirado,FAPEMIG,,,0,2,0,jun/2017 a 08/2020,"Guilherme Sousa Bastos
",IESTI,Análise de mérito  // Projeto prorrogado de 01/05/2019 para 08/2020 em 17/05/2019,10
626,Sistema Integrado de Aquisição de Sinais de Eletroencefalografia,6/7/2017,jul/17,jun/20,Expirado,CNPq,,"R$ 16.785,00",0,4,2,jul/2017 a jun/2020,Tales Cleber Pimenta,IESTI,,
627,Bioluminescência de artrópodes: Diversidade biológica em biomas brasileiros,6/7/2017,mai/17,abr/22,Vigente,FAPESP,,"R$ 639.467,37",,,,05/17 a 04/22,Simone Policena Rosa,IRN,Projeto externo,
628,Análise da molhabilidade superficial durante a têmpera por imersão em nanofluidos dispersos em água e óleo vegetal,6/7/2017,jul/17,jul/19,Expirado,,,,0,0,0,jul/2017 a jul/2019,Renata Neves Penha,IEM,Cancelado conforme memorando eletronico nº 459/2018 // Arquivado CAIXA 01/2020,10
629,Desenvolvimento de Dispositivos Implantáveis de CMOS de Baixo Consumo e Baixa Potência para Aplicações Médicas,10/7/2017,mar/17,fev/21,Vigente,CNPq,," R$ 39.600,00 ",,,,03/2017 a 02/2020,Robson Luiz Moreno,IESTI,Prorrogado de 02/2019 para 02/2021 em 15/05/2019,
